Title,IMDB rating,IMDB votes,Genres,Audience Score,Critic Score,Critics Reviews,Audience Reviews,Streaming Platforms
Night of the Werewolf,,,"Short, Comedy",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Butt Boy,5.6,2185,"Crime, Sci-Fi, Thriller",71%,71%,58 Reviews,100+ Ratings,"vudu, amazon-prime-video-us"
Bone Eater,3,1367,"Horror, Sci-Fi",17%,,Reviews,250+ Ratings,amazon-prime-video-us
Fever Lake,2.6,1155,Horror,22%,,Reviews,"1,000+ Ratings",amazon-prime-video-us
The Child's Eye,4.2,942,"Horror, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Unit 731- The Laboratory of the Devil,,,,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
You'll Like My Mother,6.6,863,"Drama, Horror, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Shallow Grave,7.3,66264,"Crime, Drama, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Black Swarm,3.9,1022,"Action, Comedy, Drama, Horror, Sci-Fi, Thriller",17%,,Reviews,250+ Ratings,
Tales from the Lodge,5.4,1200,"Comedy, Horror",,50%,20 Reviews,,
Tales from the Lodge,5.4,1200,"Comedy, Horror",,50%,20 Reviews,,
Terror by Night,6.7,6922,"Crime, Drama, Film-Noir, Mystery, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
A Place Among the Dead,4.6,257,"Drama, Horror, Thriller",94%,57%,7 Reviews,50+ Ratings,amazon-prime-video-us
Deadwater Fell,6.5,9765,"Crime, Drama, Mystery",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Motel Acacia,3.6,319,Horror,,,Reviews,,"vudu, amazon-prime-video-us"
Pee Nak 4,5.5,200,"Comedy, Horror",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Sweet Revenge: The Making of 'We All Scream for Ice Cream',5.4,35,"Short, Horror",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Darna,7.1,116,"Action, Drama, Fantasy, Romance, Sci-Fi",,,Reviews,,
Kill Her Goats,3,760,Horror,21%,,Reviews,Fewer than 50 Ratings,amazon-prime-video-us
Bud Abbott Lou Costello Meet the Killer Boris Karloff,6.7,4230,"Comedy, Crime, Horror, Mystery, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Mad Cowgirl,4.6,1883,"Drama, Horror, Romance, Thriller",89%,33%,12 Reviews,500+ Ratings,amazon-prime-video-us
Document of the Dead,6.7,971,"Documentary, Horror",62%,,Reviews,100+ Ratings,
The Bare Wench Project,3.4,1118,"Comedy, Horror",,,Reviews,,
Death Link,3.1,449,"Drama, Horror",50%,,Reviews,Fewer than 50 Ratings,"vudu, amazon-prime-video-us"
The 4Bidden Fables,5.1,164,"Fantasy, Horror, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Bloody Chainsaw Girl Returns: Revenge of Nero,5,35,"Action, Horror",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
BreadCrumbs,3.2,911,"Horror, Thriller",12%,,Reviews,100+ Ratings,
Ouija Room,2.7,125,Horror,,,Reviews,,amazon-prime-video-us
Mind Cage,6.3,40,"Horror, Thriller",,,Reviews,,
Syner,5.1,36,"Drama, Horror, Sci-Fi, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Piranha Women,4.7,174,"Horror, Sci-Fi",,,Reviews,,
Blind Justice,6.6,469,"Drama, Crime, Mystery",,,Reviews,,
The Butterfly Murders,6.4,864,"Action, Horror, Mystery, Thriller",65%,,Reviews,250+ Ratings,
DEFCON-4,4.5,2244,"Action, Adventure, Sci-Fi, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Wolf Girl,5.9,1043,"Drama, Fantasy, Horror, Thriller",53%,,Reviews,"1,000+ Ratings",amazon-prime-video-us
Dead Dicks,4.8,1127,"Comedy, Horror, Mystery, Sci-Fi",37%,100%,11 Reviews,Fewer than 50 Ratings,
Zombie Fever,2.2,499,"Comedy, Horror",,,Reviews,,
Evil Judgment,5.2,188,"Crime, Mystery, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Demonic Toys: Personal Demons,3.6,843,"Fantasy, Horror",,,Reviews,,
The Bonesetter,2.3,220,"Horror, Thriller",,,Reviews,,
The Blackwell Ghost,6,2607,Horror,57%,,Reviews,Fewer than 50 Ratings,
Blood of Dracula's Castle,3.6,1294,Horror,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
The Mummy Lives,3.5,425,Horror,33%,,Reviews,100+ Ratings,"vudu, amazon-prime-video-us"
Flu Bird Horror,3,858,"Horror, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Deadly Visitor - IMDb,,,"Action, Mystery, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Alien Implant,2.3,265,"Horror, Sci-Fi",33%,,Reviews,Fewer than 50 Ratings,"vudu, amazon-prime-video-us"
"Blood, Sweat and Terrors",3.8,212,"Action, Horror, Thriller",,,Reviews,,"vudu, amazon-prime-video-us"
Human Zoo,1.9,842,"Horror, Thriller",47%,,Reviews,100+ Ratings,
No Tell Motel,3.5,1814,Horror,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Heavenly Delusion,8,6625,"Animation, Adventure, Mystery, Sci-Fi",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Brotherhood of Blood,3.5,3348,"Horror, Thriller",9%,,Reviews,250+ Ratings,
After Effect,4,615,"Action, Horror, Thriller",0%,,Reviews,Fewer than 50 Ratings,"vudu, amazon-prime-video-us"
Parasites,4.3,419,"Action, Horror, Thriller",40%,,Reviews,Fewer than 50 Ratings,
Aathma Bandhana,,,Horror,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Yakshi Faithfully Yours,3.7,47,"Horror, Romance, Sci-Fi, Thriller",,,Reviews,,
Black Cat Mansion,6.5,499,"Drama, Horror",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
The Rift,4.7,2769,"Action, Adventure, Horror, Mystery, Sci-Fi, Thriller",33%,,Reviews,Fewer than 50 Ratings,
Mister Creep,4.7,341,Horror,,,Reviews,,
Zombies on Broadway,5.2,876,"Comedy, Fantasy, Horror",30%,,Reviews,100+ Ratings,
The Haunted Strangler,6.2,2042,"Crime, Mystery, Horror",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Jailhouse Rock,6.5,9833,"Drama, Music, Musical, Romance",72%,67%,42 Reviews,"10,000+ Ratings","vudu, amazon-prime-video-us"
The Monster Walks,4.1,1085,"Horror, Mystery",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Licorice Pizza,7.1,140384,"Comedy, Drama, Romance",66%,90%,326 Reviews,"1,000+ Verified Ratings","vudu, amazon-prime-video-us"
Evil Things,4.2,2091,"Horror, Mystery, Thriller",19%,,Reviews,100+ Ratings,amazon-prime-video-us
Hooked Up,3.9,386,"Comedy, Horror, Thriller",22%,,Reviews,Fewer than 50 Ratings,amazon-prime-video-us
The Snake Queen - IMDb,,,Action,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Voodoo Possession,2.6,711,"Drama, Horror, Mystery",9%,,Reviews,50+ Ratings,"vudu, amazon-prime-video-us"
Stop the Bitch Campaign Again,5.3,99,"Action, Horror",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Beast of the Yellow Night,3.4,934,Horror,14%,,Reviews,"1,000+ Ratings",amazon-prime-video-us
Hansa Market takedown. Recovery from EternalBlue exploits is a long slog. Banking malware rising. Power grid vulnerabilities. Devil's Ivy and the IoT. A look at criminal markets.,,,News,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
The Boy Who Cried Werewolf,5.9,3849,"Comedy, Drama, Family, Fantasy, Horror",65%,,Reviews,500+ Ratings,"vudu, amazon-prime-video-us, paramount-plus-us"
Monarch: Legacy of Monsters,7,40484,"Action, Adventure, Sci-Fi",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Et Tu,9.1,39,"Horror, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
The Millennium Bug,4.3,732,"Fantasy, Horror, Sci-Fi, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Murder by the Clock,6.1,379,"Crime, Horror, Mystery",,,Reviews,,
Schalcken the Painter,7,512,"Drama, Fantasy, Horror",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Fear No Evil,4.6,1735,Horror,,,Reviews,,
Red Summer,3.6,382,Horror,,,Reviews,,amazon-prime-video-us
There's Still Tomorrow,7.7,7989,"Comedy, Drama",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Slaughter,5.9,1314,"Action, Crime, Drama",,,Reviews,,
From Hell to the Wild West,3,211,"Horror, Western",,,Reviews,,"vudu, amazon-prime-video-us"
Hellbreeder,2.1,594,"Horror, Mystery",,,Reviews,,amazon-prime-video-us
Number 13,6.4,643,"Horror, Mystery",,,Reviews,,
Horror Business,5.4,213,Documentary,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Sheryl,7.2,18,"Comedy, Horror, Thriller",85%,100%,11 Reviews,Fewer than 50 Ratings,"amazon-prime-video-us, paramount-plus-us"
Horror Business,5.4,213,Documentary,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Sheryl,7.2,18,"Comedy, Horror, Thriller",85%,100%,11 Reviews,Fewer than 50 Ratings,"amazon-prime-video-us, paramount-plus-us"
Mexico Barbaro 2,5.2,150,Horror,,,Reviews,,
Leni,5.6,89,Drama,,,Reviews,,amazon-prime-video-us
XXX-mas,7.3,53,Horror,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Way Upstream,5.4,175,"Comedy, Drama, Horror",,,Reviews,,
Urban Decay,4.9,57,Horror,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
The Anomaly,4.7,7756,"Action, Mystery, Sci-Fi, Thriller",24%,0%,17 Reviews,"1,000+ Ratings",amazon-prime-video-us
Midsummer Night,6.7,1688,Drama,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
The Tale of Sweeney Todd,6.1,852,"Crime, Drama, Horror, Thriller",37%,,Reviews,"1,000+ Ratings",amazon-prime-video-us
Trackman,4.1,978,"Horror, Thriller",15%,,Reviews,250+ Ratings,
Project Eerie,4.3,337,Horror,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
The Bellman,6.4,184,"Crime, Drama, Horror",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Holiday Hell,4.4,566,"Horror, Mystery",,20%,5 Reviews,,"vudu, amazon-prime-video-us"
Professor Lust,4.3,22,Drama,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Rasuk 2,5.3,66,Horror,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Future Fear,2.7,368,"Action, Sci-Fi",0%,,Reviews,50+ Ratings,
La Condesa,4.2,125,Thriller,,,Reviews,,"vudu, amazon-prime-video-us"
Luzifer,5.7,967,"Drama, Horror",58%,100%,6 Reviews,Fewer than 50 Ratings,
Purgatory,6.8,4297,"Drama, Fantasy, Western",,,Reviews,,
Without a Trace,7,21709,"Crime, Drama, Mystery, Thriller",76%,86%,7 Reviews,"1,000+ Ratings",
Infernal Affairs,8,131516,"Action, Crime, Drama, Mystery, Thriller",95%,94%,66 Reviews,"50,000+ Ratings","vudu, amazon-prime-video-us, max-us"
Frog-g-g!,4.2,363,"Sci-Fi, Comedy, Horror",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Witchunter,5.1,39,Horror,,,Reviews,,
Room,8.1,450781,"Drama, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
The Dead Undead,3,917,"Action, Horror, Sci-Fi",13%,,Reviews,250+ Ratings,
Driftwood,4.9,107,"Drama, Sci-Fi, Thriller",40%,,Reviews,"1,000+ Ratings",
Sledgehammer,3.8,1051,"Horror, Thriller",15%,,Reviews,Fewer than 50 Ratings,
Werewolves on Wheels,4.3,1566,Horror,24%,,Reviews,500+ Ratings,amazon-prime-video-us
Blame It on Rio,5.8,11790,"Comedy, Romance",40%,7%,27 Reviews,"5,000+ Ratings","vudu, amazon-prime-video-us"
Astonished,4.4,37,Mystery,,,Reviews,,
Debbie Does Demons,2.7,257,Horror,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Murmur of the Heart,7.5,10854,"Comedy, Drama",86%,94%,18 Reviews,"2,500+ Ratings",
Chainsaw Sally,4.4,632,"Comedy, Horror, Thriller",53%,,Reviews,250+ Ratings,
Deathlands,,,"Action, Adventure, Drama, Sci-Fi",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
The Strangler of Blackmoor Castle,,,"Comedy, Fantasy, Horror, Mystery, Sci-Fi, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Evil Breed: The Legend of Samhain,3.2,1642,"Comedy, Horror",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Monster X,3.5,449,Horror,,,Reviews,,"vudu, amazon-prime-video-us"
The Sleeping Room,4.5,1106,Horror,0%,,Reviews,Fewer than 50 Ratings,"vudu, amazon-prime-video-us"
The Wicked Within,4.3,1310,Horror,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Fright Club,6.2,312,Comedy,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Musallat,5.9,4383,"Crime, Fantasy, Horror, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
A Dog's Breakfast,6.6,3771,"Comedy, Drama, Horror, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
The Passage,7.2,12559,"Action, Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",,,Reviews,,
The Damned,7.4,9928,"Drama, War",19%,8%,12 Reviews,250+ Ratings,
The Lurker,3.2,327,"Horror, Mystery, Thriller",,,Reviews,,"vudu, amazon-prime-video-us"
Oasis of Fear,6.2,1065,"Crime, Horror, Mystery, Thriller",,,Reviews,,
Hate 2 O,4.5,434,"Horror, Mystery, Thriller",22%,,Reviews,50+ Ratings,amazon-prime-video-us
Ammo Bomma,6.2,76,"Comedy, Horror, Thriller",,,Reviews,,
Killer Unicorn,3.1,230,Horror,57%,,Reviews,Fewer than 50 Ratings,"vudu, amazon-prime-video-us"
Brother's Keeper,7.3,3280,"Drama, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
House of Forbidden Secrets,4.7,505,"Drama, Horror, Thriller",86%,,Reviews,Fewer than 50 Ratings,amazon-prime-video-us
Zombie Bride - IMDb,,,Horror,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Anchoress,6.5,453,Drama,76%,,Reviews,250+ Ratings,
Chop Chop,3.2,204,"Crime, Horror, Thriller",,13%,8 Reviews,,"vudu, amazon-prime-video-us"
The Pining,4.4,88,"Horror, Mystery, Thriller",,,Reviews,,amazon-prime-video-us
Nightshade,3.9,323,"Crime, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
The Ascent,8.2,10116,"Drama, War",,,Reviews,,
Swamp Ape,2.6,336,"Adventure, Comedy, Horror, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Hell Asylum,3.1,675,Horror,12%,,Reviews,100+ Ratings,amazon-prime-video-us
In the Shadow of Kilimanjaro,5.1,515,"Action, Adventure, Drama, Horror, Thriller",64%,,Reviews,50+ Ratings,
Stingy Jack - IMDb,,,"Fantasy, Horror, Thriller",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Battle for Pandora,4.4,792,"Action, Horror, Sci-Fi",,,Reviews,,"vudu, amazon-prime-video-us"
Conjuring the Genie,4,745,"Drama, Horror",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Killer Tomatoes Strike Back!,3.7,1704,Comedy,Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
Alison's Birthday,5.8,1252,"Horror, Mystery",Audience score not found,Critic score not found,Critics reviews not found,Audience reviews not found,
